feat1,feat2,group_feat,subgroup,subgroup_trend,subgroup_trend_strength,trend_type,agg_trend,agg_trend_strength,distance
num_stops,driver_race,decriminalization,0,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.5187,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,decriminalization,1,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.5352,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,medical,0,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.4391,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,medical,1,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4762,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,recreational,0,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.484,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,recreational,1,['Other' 'Black' 'Asian' 'Hispanic' 'White'],0.6493,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
num_stops,driver_race,no_reforms,0,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4956,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.5
num_stops,driver_race,no_reforms,1,['Other' 'Asian' 'Hispanic' 'Black' 'White'],0.6123,rank_trend,['Other' 'Asian' 'Black' 'Hispanic' 'White'],0.4996,-0.3
search_conducted_rate,state,driver_gender,F,['CO' 'NC' 'VT' 'CT' 'MD' 'MA' 'WI' 'SC' 'TX' 'RI' 'WA' 'IL' 'AZ'],0.3348,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.3205
search_conducted_rate,state,driver_gender,M,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3751,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.5
search_conducted_rate,state,driver_race,Asian,['CO' 'CT' 'NC' 'MD' 'VT' 'TX' 'WI' 'MA' 'WA' 'IL' 'RI' 'AZ'],0.5109,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.2355
search_conducted_rate,state,driver_race,Black,['CO' 'NC' 'MD' 'MA' 'SC' 'CT' 'TX' 'WI' 'VT' 'WA' 'RI' 'AZ' 'IL'],0.5136,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.141
search_conducted_rate,state,driver_race,Hispanic,['CO' 'NC' 'MD' 'TX' 'WI' 'CT' 'MA' 'VT' 'WA' 'RI' 'AZ' 'SC' 'IL'],0.5006,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.141
search_conducted_rate,state,driver_race,Other,['CO' 'NC' 'MA' 'CT' 'MD' 'SC' 'RI' 'TX' 'IL' 'WI' 'AZ' 'VT' 'WA'],0.6218,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,0.0897
search_conducted_rate,state,driver_race,White,['CO' 'NC' 'VT' 'WI' 'CT' 'MD' 'MA' 'TX' 'SC' 'IL' 'WA' 'RI' 'AZ'],0.5063,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.3974
search_conducted_rate,state,decriminalization,0,['VT' 'MD' 'WI' 'SC' 'WA' 'MA' 'IL' 'RI' 'AZ'],0.0701,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.2108
search_conducted_rate,state,decriminalization,1,['CO' 'NC' 'VT' 'MA' 'CT' 'TX' 'MD' 'RI'],0.4843,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.3645
search_conducted_rate,state,medical,0,['NC' 'WI' 'MA' 'TX' 'SC' 'IL' 'RI' 'AZ'],0.4441,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.2108
search_conducted_rate,state,medical,1,['CO' 'MA' 'VT' 'MD' 'CT' 'WA' 'IL' 'RI' 'AZ'],0.4048,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.2371
search_conducted_rate,state,recreational,0,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'RI' 'WA' 'IL' 'AZ'],0.3452,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.4744
search_conducted_rate,state,recreational,1,['CO' 'WA'],0.6717,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.3129
search_conducted_rate,state,no_reforms,0,['CO' 'NC' 'VT' 'MA' 'MD' 'WI' 'CT' 'TX' 'SC' 'WA' 'IL' 'RI' 'AZ'],0.4747,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,-0.3974
search_conducted_rate,state,no_reforms,1,['WI' 'SC' 'MA' 'IL' 'RI' 'AZ'],0.0572,rank_trend,['CO' 'NC' 'VT' 'WI' 'MD' 'MA' 'CT' 'TX' 'SC' 'WA' 'RI' 'IL' 'AZ'],0.3881,0.0262
contraband_found_rate,state,driver_gender,F,['NC' 'CO' 'MD' 'CT' 'WA' 'SC' 'TX' 'MA' 'WI' 'VT' 'IL' 'RI' 'AZ'],0.04,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.3718
contraband_found_rate,state,driver_gender,M,['NC' 'CO' 'WA' 'MD' 'CT' 'TX' 'SC' 'IL' 'WI' 'MA' 'AZ' 'VT' 'RI'],0.2013,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.3974
contraband_found_rate,state,driver_race,Asian,['NC' 'CO' 'WA' 'CT' 'MD' 'TX' 'IL' 'MA' 'AZ' 'WI' 'VT' 'RI'],0.2415,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.3387
contraband_found_rate,state,driver_race,Black,['NC' 'CO' 'MD' 'WA' 'SC' 'CT' 'MA' 'TX' 'IL' 'AZ' 'RI' 'WI' 'VT'],0.4755,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.2692
contraband_found_rate,state,driver_race,Hispanic,['NC' 'MD' 'CO' 'WA' 'TX' 'CT' 'SC' 'IL' 'AZ' 'WI' 'MA' 'RI' 'VT'],0.3045,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.2949
contraband_found_rate,state,driver_race,Other,['CT' 'NC' 'MD' 'SC' 'CO' 'MA' 'IL' 'TX' 'WA' 'AZ' 'WI' 'RI' 'VT'],0.1247,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.0385
contraband_found_rate,state,driver_race,White,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'IL' 'WI' 'MA' 'AZ' 'VT' 'RI'],0.3776,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.4487
contraband_found_rate,state,decriminalization,0,['MD' 'WA' 'SC' 'VT' 'WI' 'IL' 'AZ' 'RI' 'MA'],0.0375,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.1844
contraband_found_rate,state,decriminalization,1,['NC' 'CO' 'CT' 'TX' 'MA' 'MD' 'VT' 'RI'],0.0047,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.2191
contraband_found_rate,state,medical,0,['NC' 'SC' 'TX' 'WI' 'IL' 'MA' 'RI' 'AZ'],0.1792,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.2371
contraband_found_rate,state,medical,1,['CO' 'MD' 'WA' 'CT' 'MA' 'IL' 'VT' 'AZ' 'RI'],0.0221,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.2897
contraband_found_rate,state,recreational,0,['NC' 'CO' 'MD' 'CT' 'SC' 'WA' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0293,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.4487
contraband_found_rate,state,recreational,1,['CO' 'WA'],0.1431,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.4678
contraband_found_rate,state,no_reforms,0,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'MA' 'WI' 'IL' 'VT' 'AZ' 'RI'],0.008,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,-0.4487
contraband_found_rate,state,no_reforms,1,['SC' 'WI' 'IL' 'MA' 'RI' 'AZ'],0.0098,rank_trend,['NC' 'CO' 'MD' 'WA' 'CT' 'SC' 'TX' 'WI' 'IL' 'MA' 'VT' 'AZ' 'RI'],0.0201,0.0097
hit_rate,state,driver_gender,F,['WA' 'NC' 'AZ' 'IL' 'MD' 'SC' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2356,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.4487
hit_rate,state,driver_gender,M,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.0448,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.5
hit_rate,state,driver_race,Asian,['WA' 'NC' 'IL' 'AZ' 'MD' 'TX' 'MA' 'RI' 'CT' 'WI' 'CO' 'VT'],0.4753,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.4161
hit_rate,state,driver_race,Black,['WA' 'NC' 'IL' 'AZ' 'MD' 'SC' 'CT' 'TX' 'RI' 'WI' 'CO' 'MA' 'VT'],0.5358,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.3974
hit_rate,state,driver_race,Hispanic,['WA' 'NC' 'MD' 'IL' 'SC' 'AZ' 'TX' 'CT' 'RI' 'WI' 'MA' 'CO' 'VT'],0.1972,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.3718
hit_rate,state,driver_race,Other,['CT' 'RI' 'WA' 'MD' 'IL' 'NC' 'SC' 'AZ' 'TX' 'MA' 'WI' 'VT' 'CO'],0.1337,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,0.0385
hit_rate,state,driver_race,White,['WA' 'NC' 'AZ' 'IL' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.4649,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.4744
hit_rate,state,decriminalization,0,['WA' 'IL' 'AZ' 'MD' 'SC' 'RI' 'MA' 'WI' 'VT'],0.4449,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.3498
hit_rate,state,decriminalization,1,['NC' 'TX' 'CT' 'MD' 'RI' 'MA' 'CO' 'VT'],0.0824,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.2108
hit_rate,state,medical,0,['NC' 'IL' 'SC' 'RI' 'TX' 'MA' 'AZ' 'WI'],0.3313,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.2714
hit_rate,state,medical,1,['WA' 'AZ' 'MD' 'IL' 'CT' 'RI' 'MA' 'CO' 'VT'],0.3165,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.2975
hit_rate,state,recreational,0,['NC' 'WA' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2239,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.4744
hit_rate,state,recreational,1,['WA' 'CO'],0.2286,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.2613
hit_rate,state,no_reforms,0,['WA' 'NC' 'AZ' 'SC' 'MD' 'IL' 'TX' 'CT' 'RI' 'WI' 'MA' 'CO' 'VT'],0.2533,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.3974
hit_rate,state,no_reforms,1,['IL' 'SC' 'RI' 'MA' 'AZ' 'WI'],0.3014,rank_trend,['WA' 'NC' 'IL' 'AZ' 'SC' 'MD' 'TX' 'CT' 'RI' 'MA' 'WI' 'CO' 'VT'],0.2193,-0.1668
num_stops,state,driver_gender,F,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'IL' 'CO' 'NC' 'WA' 'SC' 'TX'],0.323,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.4744
num_stops,state,driver_gender,M,['VT' 'RI' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3666,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.4744
num_stops,state,driver_race,Asian,['VT' 'RI' 'MD' 'CT' 'WI' 'NC' 'CO' 'AZ' 'IL' 'MA' 'TX' 'WA'],0.6234,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1581
num_stops,state,driver_race,Black,['VT' 'RI' 'WI' 'CO' 'CT' 'AZ' 'MA' 'WA' 'MD' 'IL' 'NC' 'TX' 'SC'],0.7688,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1923
num_stops,state,driver_race,Hispanic,['VT' 'RI' 'WI' 'MD' 'CT' 'SC' 'IL' 'MA' 'NC' 'CO' 'WA' 'AZ' 'TX'],0.5839,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1154
num_stops,state,driver_race,Other,['VT' 'RI' 'IL' 'CT' 'WI' 'CO' 'TX' 'MD' 'MA' 'SC' 'WA' 'NC' 'AZ'],0.5752,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,0.0897
num_stops,state,driver_race,White,['RI' 'VT' 'CT' 'WI' 'MD' 'AZ' 'MA' 'CO' 'IL' 'NC' 'SC' 'WA' 'TX'],0.6333,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.4231
num_stops,state,decriminalization,0,['RI' 'VT' 'MA' 'WI' 'MD' 'AZ' 'IL' 'WA' 'SC'],0.3267,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.3572
num_stops,state,decriminalization,1,['MD' 'RI' 'VT' 'CT' 'CO' 'MA' 'NC' 'TX'],0.3601,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.2533
num_stops,state,medical,0,['AZ' 'RI' 'WI' 'MA' 'IL' 'NC' 'SC' 'TX'],0.2896,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1844
num_stops,state,medical,1,['RI' 'VT' 'CT' 'MD' 'IL' 'CO' 'AZ' 'MA' 'WA'],0.3402,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.3129
num_stops,state,recreational,0,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'IL' 'CO' 'NC' 'SC' 'WA' 'TX'],0.335,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.4487
num_stops,state,recreational,1,['CO' 'WA'],0.2647,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1494
num_stops,state,no_reforms,0,['RI' 'VT' 'WI' 'CT' 'MD' 'IL' 'CO' 'AZ' 'MA' 'NC' 'SC' 'WA' 'TX'],0.3604,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.3205
num_stops,state,no_reforms,1,['AZ' 'RI' 'MA' 'WI' 'IL' 'SC'],0.3936,rank_trend,['RI' 'VT' 'WI' 'CT' 'MD' 'MA' 'AZ' 'CO' 'IL' 'NC' 'WA' 'SC' 'TX'],0.3209,-0.1929
num_stops,search_conducted_rate,state,AZ,0.06620479730398968,729.9456304664185,lin_reg,0.018482473336502856,82.46730227494453,0.030320897743105354
num_stops,search_conducted_rate,state,CO,0.002257719903663736,29.513076366512244,lin_reg,0.018482473336502856,82.46730227494453,0.010327661756389567
num_stops,search_conducted_rate,state,CT,0.014788814259161533,148.544603893431,lin_reg,0.018482473336502856,82.46730227494453,0.0023508031591056907
num_stops,search_conducted_rate,state,IL,0.0459455671851559,1128.4574000294408,lin_reg,0.018482473336502856,82.46730227494453,0.017464332005599877
num_stops,search_conducted_rate,state,MA,0.013309559168589736,168.7592570048859,lin_reg,0.018482473336502856,82.46730227494453,0.003292340186339336
num_stops,search_conducted_rate,state,MD,0.018687148415824813,35.2127544076282,lin_reg,0.018482473336502856,82.46730227494453,0.00013025521242863376
num_stops,search_conducted_rate,state,NC,0.00754217623875729,96.74649984183608,lin_reg,0.018482473336502856,82.46730227494453,0.006963560965514583
num_stops,search_conducted_rate,state,RI,0.03483077477967416,48.81999927313408,lin_reg,0.018482473336502856,82.46730227494453,0.010400030964961317
num_stops,search_conducted_rate,state,SC,0.022925494459524128,176.5827767281245,lin_reg,0.018482473336502856,82.46730227494453,0.0028272985174280763
num_stops,search_conducted_rate,state,TX,0.016277165953008575,323.53728951075254,lin_reg,0.018482473336502856,82.46730227494453,0.001403517772392828
num_stops,search_conducted_rate,state,VT,0.00019149492878104828,2.7637253537353734,lin_reg,0.018482473336502856,82.46730227494453,0.011643058988925674
num_stops,search_conducted_rate,state,WA,0.02205118711653637,496.34718346958664,lin_reg,0.018482473336502856,82.46730227494453,0.0022709785562970417
num_stops,search_conducted_rate,state,WI,0.008378381985262069,153.15541248333352,lin_reg,0.018482473336502856,82.46730227494453,0.006431249614996383
num_stops,search_conducted_rate,driver_gender,F,0.011839771286773323,129.32567113797734,lin_reg,0.018482473336502856,82.46730227494453,0.004227888113874549
num_stops,search_conducted_rate,driver_gender,M,0.02350708833823243,931.0992172134966,lin_reg,0.018482473336502856,82.46730227494453,0.0031973532116243483
num_stops,search_conducted_rate,driver_race,Asian,0.00825550964152354,51.319234555215985,lin_reg,0.018482473336502856,82.46730227494453,0.006509467167966774
num_stops,search_conducted_rate,driver_race,Black,0.011106732937497886,38.41287342632637,lin_reg,0.018482473336502856,82.46730227494453,0.004694493378220156
num_stops,search_conducted_rate,driver_race,Hispanic,0.03177339549035445,1167.148167783187,lin_reg,0.018482473336502856,82.46730227494453,0.008455800573169693
num_stops,search_conducted_rate,driver_race,Other,0.005088635790733246,62.78115854034913,lin_reg,0.018482473336502856,82.46730227494453,0.008525470247874544
num_stops,search_conducted_rate,driver_race,White,0.013198315706216606,1090.504695258331,lin_reg,0.018482473336502856,82.46730227494453,0.003363147535455216
num_stops,search_conducted_rate,decriminalization,0,0.02629143334675393,547.6410151939372,lin_reg,0.018482473336502856,82.46730227494453,0.004968822891814954
num_stops,search_conducted_rate,decriminalization,1,0.010782887172900995,1528.149030280779,lin_reg,0.018482473336502856,82.46730227494453,0.004900635299852021
num_stops,search_conducted_rate,medical,0,0.016229131556668296,165.46167528430112,lin_reg,0.018482473336502856,82.46730227494453,0.0014340893429167472
num_stops,search_conducted_rate,medical,1,0.016930036300180234,10.198732368821636,lin_reg,0.018482473336502856,82.46730227494453,0.000988002164497962
num_stops,search_conducted_rate,recreational,0,0.018277798111368464,141.90477062009163,lin_reg,0.018482473336502856,82.46730227494453,0.00013025629037720818
num_stops,search_conducted_rate,recreational,1,0.006268374844247008,486.06780915988884,lin_reg,0.018482473336502856,82.46730227494453,0.007774449344253594
num_stops,search_conducted_rate,no_reforms,0,0.016290154790965183,395.5766386241928,lin_reg,0.018482473336502856,82.46730227494453,0.0013952510133236424
num_stops,search_conducted_rate,no_reforms,1,0.030279479038497696,750.4019768020939,lin_reg,0.018482473336502856,82.46730227494453,0.007505658642129474
